Outage ID,Platts Outage ID,ECPTA ID,Name,Country,Planning Status,Unit,start_date,end_date,Volume,Edited
3040,3040,341,SAMREF Yanbu Refinery,Saudi Arabia,Unplanned,Reformer,2019-10-26,2019-11-01,0.46,No
3085,3085,557,SATORP Al Jubail Refinery,Saudi Arabia,Unplanned,CDU,2019-10-26,2019-11-01,9.93,No
3086,3086,557,SATORP Al Jubail Refinery,Saudi Arabia,Unplanned,HCU,2019-10-26,2019-11-01,3.79,No
3087,3087,557,SATORP Al Jubail Refinery,Saudi Arabia,Unplanned,FCU,2019-10-26,2019-11-01,0.81,No
3088,3088,557,SATORP Al Jubail Refinery,Saudi Arabia,Unplanned,Coker,2019-10-26,2019-11-01,2.48,No
3089,3089,557,SATORP Al Jubail Refinery,Saudi Arabia,Unplanned,Reformer,2019-10-26,2019-11-01,1.69,No
3119,3119,549,YASREF Yanbu Refinery,Saudi Arabia,Unplanned,CDU,2019-10-26,2019-11-01,7.17,No
3120,3120,549,YASREF Yanbu Refinery,Saudi Arabia,Unplanned,Coker,2019-10-26,2019-11-01,1.81,No
3121,3121,549,YASREF Yanbu Refinery,Saudi Arabia,Unplanned,HCU,2019-10-26,2019-11-01,2.22,No
3122,3122,549,YASREF Yanbu Refinery,Saudi Arabia,Unplanned,Reformer,2019-10-26,2019-11-01,1.51,No
3270,3270,477,Tulsa Refinery,United States,Unplanned,Coker,2019-10-26,2019-10-28,8.5,No
3237,3237,487,El Segundo Refinery,United States,Unplanned,FCU,2019-10-25,2019-12-19,69.98,No
3234,3234,429,Garyville Refinery,United States,Unplanned,CDU,2019-10-25,2019-12-17,290,No
3235,3235,429,Garyville Refinery,United States,Unplanned,Reformer,2019-10-25,2019-12-17,48,No
3236,3236,429,Garyville Refinery,United States,Unplanned,Coker,2019-10-25,2019-12-17,44,No
3173,3173,138,Donges Refinery,France,Planned,FCU,2019-10-25,2019-11-14,48,No
3143,3143,331,Volgograd Refinery,Russia,Planned,Coker,2019-10-25,2019-11-05,7,No
2690,2690,551,Nghi Son Refinery,Vietnam,Planned,CDU,2019-10-23,2019-12-12,186.01,No
2691,2691,551,Nghi Son Refinery,Vietnam,Planned,FCU,2019-10-23,2019-12-12,80,No
2692,2692,551,Nghi Son Refinery,Vietnam,Planned,Reformer,2019-10-23,2019-12-12,28.4,No
3243,3243,496,Marathon Los Angeles Refinery,United States,Unplanned,Coker,2019-10-22,2019-11-22,39.95,No
3264,3264,347,Bratislava Refinery,Slovakia,Unplanned,HCU,2019-10-22,2019-11-01,25.99,No
3206,3206,439,Valero Port Arthur Refinery,United States,Unplanned,CDU,2019-10-21,2019-11-03,82.5,No
3207,3207,480,Wynnewood Refinery,United States,Unplanned,CDU,2019-10-21,2019-10-23,74.5,No
3208,3208,480,Wynnewood Refinery,United States,Unplanned,Reformer,2019-10-21,2019-10-23,18,No
3209,3209,480,Wynnewood Refinery,United States,Unplanned,FCU,2019-10-21,2019-10-23,18.5,No
6570,6570,493,Rodeo Refinery,United States,Planned,Reformer,2019-10-20,2019-12-17,37,No
6569,6569,493,Rodeo Refinery,United States,Planned,HCU,2019-10-20,2019-12-10,56.47,No
3238,3238,320,Orsk Refinery,Russia,Unplanned,CDU,2019-10-20,2019-11-25,33.3,No
2805,2805,205,Ashdod Refinery,Israel,Planned,FCU,2019-10-20,2019-11-10,27.5,No
2806,2806,205,Ashdod Refinery,Israel,Planned,Reformer,2019-10-20,2019-11-10,11.5,No
2220,2220,97,Sinopec Shengli Refinery,China,Planned,Coker,2019-10-20,2019-10-31,7,No
2970,2970,338,Rabigh Refinery,Saudi Arabia,Unplanned,CDU,2019-10-20,2019-10-26,90,No
2971,2971,338,Rabigh Refinery,Saudi Arabia,Unplanned,FCU,2019-10-20,2019-10-26,21.52,No
2972,2972,338,Rabigh Refinery,Saudi Arabia,Unplanned,Reformer,2019-10-20,2019-10-26,10.99,No
3222,3222,416,Whiting Refinery,United States,Unplanned,CDU,2019-10-19,2019-11-10,41.99,No
2981,2981,339,Ras Tanura Refinery,Saudi Arabia,Unplanned,CDU,2019-10-19,2019-10-25,55,No
2982,2982,339,Ras Tanura Refinery,Saudi Arabia,Unplanned,HCU,2019-10-19,2019-10-25,5,No
3018,3018,340,Riyadh Refinery,Saudi Arabia,Unplanned,CDU,2019-10-19,2019-10-25,1,No
3019,3019,340,Riyadh Refinery,Saudi Arabia,Unplanned,HCU,2019-10-19,2019-10-25,0.23,No
3035,3035,341,SAMREF Yanbu Refinery,Saudi Arabia,Unplanned,CDU,2019-10-19,2019-10-25,25.2,No
3036,3036,341,SAMREF Yanbu Refinery,Saudi Arabia,Unplanned,FCU,2019-10-19,2019-10-25,5.44,No
3037,3037,341,SAMREF Yanbu Refinery,Saudi Arabia,Unplanned,Reformer,2019-10-19,2019-10-25,2.8,No
3080,3080,557,SATORP Al Jubail Refinery,Saudi Arabia,Unplanned,CDU,2019-10-19,2019-10-25,28.13,No
3081,3081,557,SATORP Al Jubail Refinery,Saudi Arabia,Unplanned,HCU,2019-10-19,2019-10-25,10.75,No
3082,3082,557,SATORP Al Jubail Refinery,Saudi Arabia,Unplanned,FCU,2019-10-19,2019-10-25,2.3,No
3083,3083,557,SATORP Al Jubail Refinery,Saudi Arabia,Unplanned,Coker,2019-10-19,2019-10-25,7.03,No
3084,3084,557,SATORP Al Jubail Refinery,Saudi Arabia,Unplanned,Reformer,2019-10-19,2019-10-25,4.78,No
3115,3115,549,YASREF Yanbu Refinery,Saudi Arabia,Unplanned,CDU,2019-10-19,2019-10-25,27.01,No
3116,3116,549,YASREF Yanbu Refinery,Saudi Arabia,Unplanned,Coker,2019-10-19,2019-10-25,6.82,No
3117,3117,549,YASREF Yanbu Refinery,Saudi Arabia,Unplanned,HCU,2019-10-19,2019-10-25,8.37,No
3118,3118,549,YASREF Yanbu Refinery,Saudi Arabia,Unplanned,Reformer,2019-10-19,2019-10-25,5.68,No
6610,6610,386,Fawley Refinery,United Kingdom,Planned,CDU,2019-10-18,2019-12-05,70,No
3248,3248,312,Moscow Refinery,Russia,Planned,FCU,2019-10-18,2019-11-23,45.91,No
2144,2144,312,Moscow Refinery,Russia,Planned,CDU,2019-10-18,2019-11-09,73,No
3240,3240,156,TOR Tema Refinery,Ghana,Unplanned,CDU,2019-10-18,2019-10-27,20,No
2892,2892,312,Moscow Refinery,Russia,Unplanned,Reformer,2019-10-16,2019-11-05,24,No
3226,3226,139,Feyzin Refinery,France,Unplanned,FCU,2019-10-15,2019-12-06,27.96,No
1160,1160,211,Milazzo Refinery,Italy,Planned,FCU,2019-10-15,2019-11-26,46,No
3321,3321,278,Mouza Kund Refinery,Pakistan,Planned,CDU,2019-10-15,2019-11-15,35,No
3322,3322,616,Mouza Kund (2) Refinery,Pakistan,Planned,Reformer,2019-10-15,2019-11-15,22.5,No
3323,3323,616,Mouza Kund (2) Refinery,Pakistan,Planned,CDU,2019-10-15,2019-11-15,120,No
3202,3202,470,Memphis Refinery,United States,Planned,HCU,2019-10-15,2019-10-30,25,No
3141,3141,331,Volgograd Refinery,Russia,Planned,HCU,2019-10-13,2019-10-29,70,No
2967,2967,338,Rabigh Refinery,Saudi Arabia,Unplanned,CDU,2019-10-13,2019-10-19,101.01,No
2968,2968,338,Rabigh Refinery,Saudi Arabia,Unplanned,FCU,2019-10-13,2019-10-19,24.16,No
2969,2969,338,Rabigh Refinery,Saudi Arabia,Unplanned,Reformer,2019-10-13,2019-10-19,28.88,No
6842,6842,328,Novo-Kuybyshevskiy Refinery,Russia,Unplanned,Reformer,2019-10-12,2020-02-29,7,No
6636,6636,326,Kuibyshev Refinery,Russia,Unplanned,Reformer,2019-10-12,2019-12-31,7,No
3005,3005,337,SASREF Al Jubail Refinery,Saudi Arabia,Unplanned,CDU,2019-10-12,2019-11-20,300,No
3006,3006,337,SASREF Al Jubail Refinery,Saudi Arabia,Unplanned,Reformer,2019-10-12,2019-11-20,19,No
3007,3007,337,SASREF Al Jubail Refinery,Saudi Arabia,Unplanned,HCU,2019-10-12,2019-11-20,44,No
2154,2154,331,Volgograd Refinery,Russia,Planned,CDU,2019-10-12,2019-11-03,66,No
3142,3142,331,Volgograd Refinery,Russia,Planned,Coker,2019-10-12,2019-10-29,17.69,No
2979,2979,339,Ras Tanura Refinery,Saudi Arabia,Unplanned,CDU,2019-10-12,2019-10-18,133,No
2980,2980,339,Ras Tanura Refinery,Saudi Arabia,Unplanned,HCU,2019-10-12,2019-10-18,12.09,No
3016,3016,340,Riyadh Refinery,Saudi Arabia,Unplanned,CDU,2019-10-12,2019-10-18,19,No
3017,3017,340,Riyadh Refinery,Saudi Arabia,Unplanned,HCU,2019-10-12,2019-10-18,4.56,No
3032,3032,341,SAMREF Yanbu Refinery,Saudi Arabia,Unplanned,CDU,2019-10-12,2019-10-18,56.6,No
3033,3033,341,SAMREF Yanbu Refinery,Saudi Arabia,Unplanned,FCU,2019-10-12,2019-10-18,12.22,No
3034,3034,341,SAMREF Yanbu Refinery,Saudi Arabia,Unplanned,Reformer,2019-10-12,2019-10-18,6.3,No
3075,3075,557,SATORP Al Jubail Refinery,Saudi Arabia,Unplanned,CDU,2019-10-12,2019-10-18,64.5,No
3076,3076,557,SATORP Al Jubail Refinery,Saudi Arabia,Unplanned,HCU,2019-10-12,2019-10-18,24.67,No
3077,3077,557,SATORP Al Jubail Refinery,Saudi Arabia,Unplanned,FCU,2019-10-12,2019-10-18,5.28,No
3078,3078,557,SATORP Al Jubail Refinery,Saudi Arabia,Unplanned,Coker,2019-10-12,2019-10-18,16.13,No
3079,3079,557,SATORP Al Jubail Refinery,Saudi Arabia,Unplanned,Reformer,2019-10-12,2019-10-18,10.96,No
3111,3111,549,YASREF Yanbu Refinery,Saudi Arabia,Unplanned,CDU,2019-10-12,2019-10-18,66.69,No
3112,3112,549,YASREF Yanbu Refinery,Saudi Arabia,Unplanned,Coker,2019-10-12,2019-10-18,16.85,No
3113,3113,549,YASREF Yanbu Refinery,Saudi Arabia,Unplanned,HCU,2019-10-12,2019-10-18,20.67,No
3114,3114,549,YASREF Yanbu Refinery,Saudi Arabia,Unplanned,Reformer,2019-10-12,2019-10-18,14,No
3188,3188,426,Valero Corpus Christi Refinery,United States,Unplanned,CDU,2019-10-11,2019-11-28,115,No
1973,1973,75,Sinopec Guangzhou Refinery,China,Planned,CDU,2019-10-10,2019-12-04,104,No
1974,1974,75,Sinopec Guangzhou Refinery,China,Planned,FCU,2019-10-10,2019-12-04,34,No
3314,3314,75,Sinopec Guangzhou Refinery,China,Planned,Reformer,2019-10-10,2019-12-04,20,No
3315,3315,75,Sinopec Guangzhou Refinery,China,Planned,Coker,2019-10-10,2019-12-04,30,No
3338,3338,211,Milazzo Refinery,Italy,Planned,CDU,2019-10-10,2019-12-02,137,No
2455,2455,63,Sinopec Anqing Refinery,China,Planned,CDU,2019-10-10,2019-11-29,160,No
3303,3303,63,Sinopec Anqing Refinery,China,Planned,FCU,2019-10-10,2019-11-29,66.33,No
3304,3304,63,Sinopec Anqing Refinery,China,Planned,Reformer,2019-10-10,2019-11-29,29,No
3305,3305,63,Sinopec Anqing Refinery,China,Planned,HCU,2019-10-10,2019-11-29,40,No
3306,3306,63,Sinopec Anqing Refinery,China,Planned,Coker,2019-10-10,2019-11-29,30,No
3271,3271,434,Saint Charles Refinery,United States,Planned,Reformer,2019-10-09,2019-12-11,27.5,No
2591,2591,261,Minatitlan Refinery,Mexico,Planned,Reformer,2019-10-09,2019-11-29,18,No
3189,3189,426,Valero Corpus Christi Refinery,United States,Planned,Coker,2019-10-09,2019-10-30,17,No
3225,3225,139,Feyzin Refinery,France,Unplanned,CDU,2019-10-08,2019-12-02,109,No
3282,3282,417,Wood River Refinery,United States,Planned,Reformer,2019-10-08,2019-11-04,61,No
3176,3176,462,Coffeyville Refinery,United States,Unplanned,Coker,2019-10-07,2019-10-17,21,No
2890,2890,325,Ufimsky Refinery,Russia,Planned,Reformer,2019-10-06,2019-10-25,13.98,No
2934,2934,338,Rabigh Refinery,Saudi Arabia,Unplanned,CDU,2019-10-06,2019-10-12,145.01,No
2935,2935,338,Rabigh Refinery,Saudi Arabia,Unplanned,FCU,2019-10-06,2019-10-12,34.7,No
2936,2936,338,Rabigh Refinery,Saudi Arabia,Unplanned,Reformer,2019-10-06,2019-10-12,41.5,No
7033,7033,258,Tula Refinery,Mexico,Unplanned,CDU,2019-10-05,2019-12-20,160,No
3184,3184,420,Beaumont Refinery,United States,Planned,HCU,2019-10-05,2019-12-02,60.5,No
3233,3233,524,Kenli Refinery,China,Unplanned,CDU,2019-10-05,2019-10-31,60,No
3308,3308,524,Kenli Refinery,China,Unplanned,FCU,2019-10-05,2019-10-31,42.5,No
3309,3309,524,Kenli Refinery,China,Unplanned,HCU,2019-10-05,2019-10-31,31,No
3310,3310,524,Kenli Refinery,China,Unplanned,Coker,2019-10-05,2019-10-31,13.7,No
3311,3311,524,Kenli Refinery,China,Unplanned,Reformer,2019-10-05,2019-10-31,4.7,No
3164,3164,481,HF Sinclair Anacortes Refinery,United States,Planned,Coker,2019-10-05,2019-10-19,25.75,No
3002,3002,337,SASREF Al Jubail Refinery,Saudi Arabia,Unplanned,CDU,2019-10-05,2019-10-11,42,No
3003,3003,337,SASREF Al Jubail Refinery,Saudi Arabia,Unplanned,Reformer,2019-10-05,2019-10-11,2.4,No
3004,3004,337,SASREF Al Jubail Refinery,Saudi Arabia,Unplanned,HCU,2019-10-05,2019-10-11,5.55,No
3014,3014,340,Riyadh Refinery,Saudi Arabia,Unplanned,CDU,2019-10-05,2019-10-11,25,No
3015,3015,340,Riyadh Refinery,Saudi Arabia,Unplanned,HCU,2019-10-05,2019-10-11,6.03,No
3029,3029,341,SAMREF Yanbu Refinery,Saudi Arabia,Unplanned,CDU,2019-10-05,2019-10-11,107.32,No
3030,3030,341,SAMREF Yanbu Refinery,Saudi Arabia,Unplanned,FCU,2019-10-05,2019-10-11,23.14,No
3031,3031,341,SAMREF Yanbu Refinery,Saudi Arabia,Unplanned,Reformer,2019-10-05,2019-10-11,11.94,No
3053,3053,342,Aramco Yanbu Refinery,Saudi Arabia,Unplanned,CDU,2019-10-05,2019-10-11,23.17,No
3054,3054,342,Aramco Yanbu Refinery,Saudi Arabia,Unplanned,Reformer,2019-10-05,2019-10-11,3.86,No
3070,3070,557,SATORP Al Jubail Refinery,Saudi Arabia,Unplanned,CDU,2019-10-05,2019-10-11,82.69,No
3071,3071,557,SATORP Al Jubail Refinery,Saudi Arabia,Unplanned,HCU,2019-10-05,2019-10-11,14.77,No
3072,3072,557,SATORP Al Jubail Refinery,Saudi Arabia,Unplanned,FCU,2019-10-05,2019-10-11,3.15,No
3073,3073,557,SATORP Al Jubail Refinery,Saudi Arabia,Unplanned,Coker,2019-10-05,2019-10-11,9.65,No
3074,3074,557,SATORP Al Jubail Refinery,Saudi Arabia,Unplanned,Reformer,2019-10-05,2019-10-11,6.56,No
3107,3107,549,YASREF Yanbu Refinery,Saudi Arabia,Unplanned,CDU,2019-10-05,2019-10-11,74.63,No
3108,3108,549,YASREF Yanbu Refinery,Saudi Arabia,Unplanned,Coker,2019-10-05,2019-10-11,18.85,No
3109,3109,549,YASREF Yanbu Refinery,Saudi Arabia,Unplanned,HCU,2019-10-05,2019-10-11,23.14,No
3110,3110,549,YASREF Yanbu Refinery,Saudi Arabia,Unplanned,Reformer,2019-10-05,2019-10-11,15.68,No
2888,2888,329,Saratov Refinery,Russia,Planned,Reformer,2019-10-04,2019-12-20,17.99,No
3183,3183,420,Beaumont Refinery,United States,Unplanned,CDU,2019-10-04,2019-12-02,116.55,No
3185,3185,420,Beaumont Refinery,United States,Planned,Reformer,2019-10-04,2019-12-02,138.55,No
2150,2150,329,Saratov Refinery,Russia,Planned,CDU,2019-10-04,2019-11-23,139.98,No
2285,2285,583,Novvy Refinery,Azerbaijan,Planned,CDU,2019-10-04,2019-11-15,120,No
2286,2286,583,Novvy Refinery,Azerbaijan,Planned,Coker,2019-10-04,2019-11-15,38,No
2287,2287,583,Novvy Refinery,Azerbaijan,Planned,FCU,2019-10-04,2019-11-15,39,No
2288,2288,583,Novvy Refinery,Azerbaijan,Planned,Reformer,2019-10-04,2019-11-15,23.3,No
3190,3190,426,Valero Corpus Christi Refinery,United States,Planned,Reformer,2019-10-04,2019-10-30,10,No
3170,3170,444,Sunray Refinery,United States,Unplanned,FCU,2019-10-04,2019-10-15,62.5,No
3166,3166,441,Motiva Port Arthur Refinery,United States,Planned,Coker,2019-10-04,2019-10-13,50,No
3172,3172,424,Citgo Corpus Christi Refinery,United States,Unplanned,Coker,2019-10-04,2019-10-05,42.1,No
2955,2955,220,Cosmo Oil Chiba Refinery,Japan,Planned,CDU,2019-10-03,2019-12-02,75,No
2651,2651,691,Sininya Refinery,Iraq,Planned,CDU,2019-10-03,2019-10-23,10,No
3177,3177,419,Baytown Refinery,United States,Unplanned,HCU,2019-10-02,2019-10-26,27,No
3178,3178,419,Baytown Refinery,United States,Unplanned,CDU,2019-10-02,2019-10-26,28.15,No
3193,3193,323,Novo Ufa Refinery,Russia,Unplanned,Coker,2019-10-02,2019-10-17,13,No
3151,3151,464,El Dorado (AR) Refinery,United States,Planned,CDU,2019-10-02,2019-10-10,80,No
3179,3179,424,Citgo Corpus Christi Refinery,United States,Unplanned,CDU,2019-10-02,2019-10-05,156.83,No
2916,2916,408,Lima Refinery,United States,Planned,Coker,2019-10-01,2020-01-03,31.04,No
2913,2913,408,Lima Refinery,United States,Planned,CDU,2019-10-01,2020-01-02,177,No
2914,2914,408,Lima Refinery,United States,Planned,FCU,2019-10-01,2020-01-02,40,No
2915,2915,408,Lima Refinery,United States,Planned,HCU,2019-10-01,2020-01-02,31,No
2917,2917,408,Lima Refinery,United States,Planned,Reformer,2019-10-01,2019-12-25,59.98,No
2177,2177,372,PTT Map Ta Phut Refinery,Thailand,Planned,CDU,2019-10-01,2019-11-30,139,No
2873,2873,548,OQ Sohar Refinery,Oman,Planned,CDU,2019-10-01,2019-11-21,178,No
6563,6563,548,OQ Sohar Refinery,Oman,Planned,FCU,2019-10-01,2019-11-21,75.26,No
1181,1181,243,Shymkent Refinery,Kazakhstan,Planned,CDU,2019-10-01,2019-11-15,120,No
1182,1182,243,Shymkent Refinery,Kazakhstan,Planned,FCU,2019-10-01,2019-11-15,66,No
1183,1183,243,Shymkent Refinery,Kazakhstan,Planned,Reformer,2019-10-01,2019-11-15,24,No
1640,1640,368,Mailiao Refinery,Taiwan,Planned,FCU,2019-10-01,2019-11-14,80,No
1785,1785,465,El Dorado (KS) Refinery,United States,Planned,FCU,2019-10-01,2019-11-12,39,No
3294,3294,40,Sao Jose Dos Campos Refinery,Brazil,Planned,CDU,2019-10-01,2019-11-09,239,No
3295,3295,40,Sao Jose Dos Campos Refinery,Brazil,Planned,FCU,2019-10-01,2019-11-09,81.73,No
3296,3296,40,Sao Jose Dos Campos Refinery,Brazil,Planned,Coker,2019-10-01,2019-11-09,30.16,No
3297,3297,40,Sao Jose Dos Campos Refinery,Brazil,Planned,Reformer,2019-10-01,2019-11-09,9.05,No
2583,2583,257,Salamanca Refinery,Mexico,Planned,CDU,2019-10-01,2019-11-04,60,No
3149,3149,402,Trainer Refinery,United States,Planned,CDU,2019-10-01,2019-11-02,92.5,No
3150,3150,402,Trainer Refinery,United States,Planned,FCU,2019-10-01,2019-11-02,48.39,No
2424,2424,214,Sarroch Refinery,Italy,Planned,CDU,2019-10-01,2019-10-31,130,No
2553,2553,510,Khartoum Refinery,North Sudan,Planned,CDU,2019-10-01,2019-10-31,40,No
3169,3169,368,Mailiao Refinery,Taiwan,Planned,CDU,2019-10-01,2019-10-31,180,No
2595,2595,262,Salina Cruz Refinery,Mexico,Planned,CDU,2019-10-01,2019-10-21,163,No
2596,2596,262,Salina Cruz Refinery,Mexico,Planned,Reformer,2019-10-01,2019-10-21,30,No
2597,2597,262,Salina Cruz Refinery,Mexico,Planned,FCU,2019-10-01,2019-10-21,40,No
2891,2891,328,Novo-Kuybyshevskiy Refinery,Russia,Planned,Reformer,2019-10-01,2019-10-07,28.02,No
3148,3148,56,Shell Sarnia Refinery,Canada,Unplanned,CDU,2019-10-01,2019-10-07,37.5,No
2880,2880,328,Novo-Kuybyshevskiy Refinery,Russia,Planned,Coker,2019-10-01,2019-10-05,11,No
3246,3246,314,Yanos Refinery,Russia,Unplanned,FCU,2019-10-01,2019-10-03,30,No
3180,3180,422,Borger Refinery,United States,Unplanned,Coker,2019-09-30,2019-10-04,25,No
3255,3255,54,Imperial Oil Sarnia Refinery,Canada,Planned,FCU,2019-09-29,2019-11-30,30,No
2977,2977,339,Ras Tanura Refinery,Saudi Arabia,Unplanned,CDU,2019-09-28,2019-10-11,159,No
2978,2978,339,Ras Tanura Refinery,Saudi Arabia,Unplanned,HCU,2019-09-28,2019-10-11,14.46,No
2928,2928,337,SASREF Al Jubail Refinery,Saudi Arabia,Unplanned,CDU,2019-09-28,2019-10-04,69,No
2929,2929,337,SASREF Al Jubail Refinery,Saudi Arabia,Unplanned,Reformer,2019-09-28,2019-10-04,3.91,No
2930,2930,337,SASREF Al Jubail Refinery,Saudi Arabia,Unplanned,HCU,2019-09-28,2019-10-04,9.05,No
3012,3012,340,Riyadh Refinery,Saudi Arabia,Unplanned,CDU,2019-09-28,2019-10-04,28,No
3013,3013,340,Riyadh Refinery,Saudi Arabia,Unplanned,HCU,2019-09-28,2019-10-04,6.67,No
3026,3026,341,SAMREF Yanbu Refinery,Saudi Arabia,Unplanned,CDU,2019-09-28,2019-10-04,124.22,No
3027,3027,341,SAMREF Yanbu Refinery,Saudi Arabia,Unplanned,FCU,2019-09-28,2019-10-04,26.8,No
3028,3028,341,SAMREF Yanbu Refinery,Saudi Arabia,Unplanned,Reformer,2019-09-28,2019-10-04,13.82,No
3051,3051,342,Aramco Yanbu Refinery,Saudi Arabia,Unplanned,CDU,2019-09-28,2019-10-04,42.14,No
3052,3052,342,Aramco Yanbu Refinery,Saudi Arabia,Unplanned,Reformer,2019-09-28,2019-10-04,7.02,No
3065,3065,557,SATORP Al Jubail Refinery,Saudi Arabia,Unplanned,CDU,2019-09-28,2019-10-04,96.83,No
3066,3066,557,SATORP Al Jubail Refinery,Saudi Arabia,Unplanned,HCU,2019-09-28,2019-10-04,28.59,No
3067,3067,557,SATORP Al Jubail Refinery,Saudi Arabia,Unplanned,FCU,2019-09-28,2019-10-04,6.11,No
3068,3068,557,SATORP Al Jubail Refinery,Saudi Arabia,Unplanned,Coker,2019-09-28,2019-10-04,18.69,No
3069,3069,557,SATORP Al Jubail Refinery,Saudi Arabia,Unplanned,Reformer,2019-09-28,2019-10-04,12.71,No
3103,3103,549,YASREF Yanbu Refinery,Saudi Arabia,Unplanned,CDU,2019-09-28,2019-10-04,102.4,No
3104,3104,549,YASREF Yanbu Refinery,Saudi Arabia,Unplanned,Coker,2019-09-28,2019-10-04,25.86,No
3105,3105,549,YASREF Yanbu Refinery,Saudi Arabia,Unplanned,HCU,2019-09-28,2019-10-04,31.74,No
3106,3106,549,YASREF Yanbu Refinery,Saudi Arabia,Unplanned,Reformer,2019-09-28,2019-10-04,21.5,No
3152,3152,439,Valero Port Arthur Refinery,United States,Unplanned,CDU,2019-09-28,2019-10-04,82.5,No
3153,3153,439,Valero Port Arthur Refinery,United States,Unplanned,Coker,2019-09-28,2019-10-04,94.99,No
3239,3239,732,Redwater Refinery,Canada,Planned,CDU,2019-09-27,2019-12-05,80,No
2791,2791,184,Cilacap Refinery,Indonesia,Planned,FCU,2019-09-26,2019-10-26,62,No
3144,3144,126,La Libertad Refinery,Ecuador,Planned,CDU,2019-09-26,2019-10-15,8,No
3157,3157,487,El Segundo Refinery,United States,Unplanned,FCU,2019-09-26,2019-10-13,69.98,No
2883,2883,335,Omsk Refinery,Russia,Planned,Reformer,2019-09-26,2019-10-12,27,No
3154,3154,440,Total Port Arthur Refinery,United States,Unplanned,Coker,2019-09-26,2019-10-03,50,No
3155,3155,434,Saint Charles Refinery,United States,Unplanned,FCU,2019-09-26,2019-10-03,104.5,No
2716,2716,297,Inchon Refinery,South Korea,Planned,CDU,2019-09-25,2019-11-03,75,No
2717,2717,297,Inchon Refinery,South Korea,Planned,CDU,2019-09-25,2019-11-03,100,No
3256,3256,297,Inchon Refinery,South Korea,Planned,CDU,2019-09-25,2019-11-03,200,No
3257,3257,297,Inchon Refinery,South Korea,Planned,Reformer,2019-09-25,2019-11-03,64.99,No
2494,2494,324,Ufaneftekhim Refinery,Russia,Planned,Coker,2019-09-25,2019-10-31,8,No
1964,1964,427,Deer Park Refinery,United States,Planned,Coker,2019-09-23,2019-11-20,81,No
2015,2015,427,Deer Park Refinery,United States,Planned,CDU,2019-09-23,2019-11-20,270,No
3302,3302,427,Deer Park Refinery,United States,Planned,Reformer,2019-09-23,2019-11-14,45,No
3301,3301,427,Deer Park Refinery,United States,Planned,HCU,2019-09-23,2019-11-11,61.6,No
2897,2897,321,Perm Refinery,Russia,Planned,Reformer,2019-09-23,2019-10-28,8,No
2887,2887,329,Saratov Refinery,Russia,Planned,Reformer,2019-09-22,2019-11-23,9,No
2619,2619,210,Priolo Gargallo Refinery,Italy,Planned,CDU,2019-09-22,2019-10-31,196,No
2620,2620,210,Priolo Gargallo Refinery,Italy,Planned,HCU,2019-09-22,2019-10-31,95.8,No
2621,2621,210,Priolo Gargallo Refinery,Italy,Planned,Reformer,2019-09-22,2019-10-31,5,No
1786,1786,465,El Dorado (KS) Refinery,United States,Planned,Coker,2019-09-21,2019-11-12,21,No
3181,3181,422,Borger Refinery,United States,Planned,FCU,2019-09-21,2019-11-11,30,No
3299,3299,400,Westlake Refinery,United States,Planned,FCU,2019-09-21,2019-11-09,45.02,No
3158,3158,487,El Segundo Refinery,United States,Unplanned,Coker,2019-09-21,2019-10-03,69.98,No
2975,2975,339,Ras Tanura Refinery,Saudi Arabia,Unplanned,CDU,2019-09-21,2019-09-27,185,No
2976,2976,339,Ras Tanura Refinery,Saudi Arabia,Unplanned,HCU,2019-09-21,2019-09-27,16.83,No
3010,3010,340,Riyadh Refinery,Saudi Arabia,Unplanned,CDU,2019-09-21,2019-09-27,30,No
3011,3011,340,Riyadh Refinery,Saudi Arabia,Unplanned,HCU,2019-09-21,2019-09-27,7.27,No
3023,3023,341,SAMREF Yanbu Refinery,Saudi Arabia,Unplanned,CDU,2019-09-21,2019-09-27,132.66,No
3024,3024,341,SAMREF Yanbu Refinery,Saudi Arabia,Unplanned,FCU,2019-09-21,2019-09-27,28.62,No
3025,3025,341,SAMREF Yanbu Refinery,Saudi Arabia,Unplanned,Reformer,2019-09-21,2019-09-27,14.76,No
3049,3049,342,Aramco Yanbu Refinery,Saudi Arabia,Unplanned,CDU,2019-09-21,2019-09-27,50.27,No
3050,3050,342,Aramco Yanbu Refinery,Saudi Arabia,Unplanned,Reformer,2019-09-21,2019-09-27,8.38,No
3060,3060,557,SATORP Al Jubail Refinery,Saudi Arabia,Unplanned,CDU,2019-09-21,2019-09-27,117.05,No
3099,3099,549,YASREF Yanbu Refinery,Saudi Arabia,Unplanned,CDU,2019-09-21,2019-09-27,142.08,No
3100,3100,549,YASREF Yanbu Refinery,Saudi Arabia,Unplanned,Coker,2019-09-21,2019-09-27,35.87,No
3101,3101,549,YASREF Yanbu Refinery,Saudi Arabia,Unplanned,HCU,2019-09-21,2019-09-27,44.05,No
3102,3102,549,YASREF Yanbu Refinery,Saudi Arabia,Unplanned,Reformer,2019-09-21,2019-09-27,29.84,No
3156,3156,487,El Segundo Refinery,United States,Unplanned,FCU,2019-09-21,2019-09-24,69.98,No
3245,3245,321,Perm Refinery,Russia,Planned,FCU,2019-09-20,2019-10-10,10,No
